Date,ticker,volume
2021-06-16,AAPL,91815000
2021-06-17,AAPL,96721700
2021-06-18,AAPL,108953300
2021-06-21,AAPL,79663300
2021-06-22,AAPL,74783600
2021-06-23,AAPL,60214200
2021-06-24,AAPL,68711000
2021-06-25,AAPL,70783700
2021-06-28,AAPL,62111300
2021-06-29,AAPL,64556100
2021-06-30,AAPL,63261400
2021-07-01,AAPL,52485800
2021-07-02,AAPL,78852600
2021-07-06,AAPL,108181800
2021-07-07,AAPL,104911600
2021-07-08,AAPL,105575500
2021-07-09,AAPL,99890800
2021-07-12,AAPL,76299700
2021-07-13,AAPL,100827100
2021-07-14,AAPL,127050800
2021-07-15,AAPL,106820300
2021-07-16,AAPL,93251400
2021-07-19,AAPL,121434600
2021-07-20,AAPL,96350000
2021-07-21,AAPL,74993500
2021-07-22,AAPL,77338200
2021-07-23,AAPL,71447400
2021-07-26,AAPL,72434100
2021-07-27,AAPL,104818600
2021-07-28,AAPL,118931200
2021-07-29,AAPL,56699500
2021-07-30,AAPL,70440600
2021-08-02,AAPL,62880000
2021-08-03,AAPL,64786600
2021-08-04,AAPL,56368300
2021-08-05,AAPL,46397700
2021-08-06,AAPL,54126800
2021-08-09,AAPL,48908700
2021-08-10,AAPL,69023100
2021-08-11,AAPL,48493500
2021-08-12,AAPL,72282600
2021-08-13,AAPL,59375000
2021-08-16,AAPL,103296000
2021-08-17,AAPL,92229700
2021-08-18,AAPL,86326000
2021-08-19,AAPL,86960300
2021-08-20,AAPL,60549600
2021-08-23,AAPL,60131800
2021-08-24,AAPL,48606400
2021-08-25,AAPL,58991300
2021-08-26,AAPL,48597200
2021-08-27,AAPL,55802400
2021-08-30,AAPL,90956700
2021-08-31,AAPL,86453100
2021-09-01,AAPL,80313700
2021-09-02,AAPL,71115500
2021-09-03,AAPL,57808700
2021-09-07,AAPL,82278300
2021-09-08,AAPL,74420200
2021-09-09,AAPL,57305700
2021-09-10,AAPL,140893200
2021-09-13,AAPL,102404300
2021-09-14,AAPL,109296300
2021-09-15,AAPL,83281300
2021-09-16,AAPL,68034100
2021-09-17,AAPL,129868800
2021-09-20,AAPL,123478900
2021-09-21,AAPL,75834000
2021-09-22,AAPL,76404300
2021-09-23,AAPL,64838200
2021-09-24,AAPL,53477900
2021-09-27,AAPL,74150700
2021-09-28,AAPL,108972300
2021-09-29,AAPL,74602000
2021-09-30,AAPL,89056700
2021-10-01,AAPL,94639600
2021-10-04,AAPL,98322000
2021-10-05,AAPL,80861100
2021-10-06,AAPL,83221100
2021-10-07,AAPL,61732700
2021-10-08,AAPL,58773200
2021-10-11,AAPL,64452200
2021-10-12,AAPL,73035900
2021-10-13,AAPL,78762700
2021-10-14,AAPL,69907100
2021-10-15,AAPL,67940300
2021-10-18,AAPL,85589200
2021-10-19,AAPL,76378900
2021-10-20,AAPL,58418800
2021-10-21,AAPL,61421000
2021-10-22,AAPL,58883400
2021-10-25,AAPL,50720600
2021-10-26,AAPL,60893400
2021-10-27,AAPL,56094900
2021-10-28,AAPL,100077900
2021-10-29,AAPL,124953200
2021-11-01,AAPL,74588300
2021-11-02,AAPL,69122000
2021-11-03,AAPL,54511500
2021-11-04,AAPL,60394600
2021-11-05,AAPL,65463900
2021-11-08,AAPL,55020900
2021-11-09,AAPL,56787900
2021-11-10,AAPL,65187100
2021-11-11,AAPL,41000000
2021-11-12,AAPL,63804000
2021-11-15,AAPL,59222800
2021-11-16,AAPL,59256200
2021-11-17,AAPL,88807000
2021-11-18,AAPL,137827700
2021-11-19,AAPL,117305600
2021-11-22,AAPL,117467900
2021-11-23,AAPL,96041900
2021-11-24,AAPL,69463600
2021-11-26,AAPL,76959800
2021-11-29,AAPL,88748200
2021-11-30,AAPL,174048100
2021-12-01,AAPL,152052500
2021-12-02,AAPL,136739200
2021-12-03,AAPL,118023100
2021-12-06,AAPL,107497000
2021-12-07,AAPL,120405400
2021-12-08,AAPL,116998900
2021-12-09,AAPL,108923700
2021-12-10,AAPL,115402700
2021-12-13,AAPL,153237000
2021-12-14,AAPL,139380400
2021-12-15,AAPL,131063300
2021-12-16,AAPL,150185800
2021-12-17,AAPL,195432700
2021-12-20,AAPL,107499100
2021-12-21,AAPL,91185900
2021-12-22,AAPL,92135300
2021-12-23,AAPL,68356600
2021-12-27,AAPL,74919600
2021-12-28,AAPL,79144300
2021-12-29,AAPL,62348900
2021-12-30,AAPL,59773000
2021-12-31,AAPL,64062300
2022-01-03,AAPL,104487900
2022-01-04,AAPL,99310400
2022-01-05,AAPL,94537600
2022-01-06,AAPL,96904000
2022-01-07,AAPL,86709100
2022-01-10,AAPL,106765600
2022-01-11,AAPL,76138300
2022-01-12,AAPL,74805200
2022-01-13,AAPL,84505800
2022-01-14,AAPL,80440800
2022-01-18,AAPL,90956700
2022-01-19,AAPL,94815000
2022-01-20,AAPL,91420500
2022-01-21,AAPL,122848900
2022-01-24,AAPL,162294600
2022-01-25,AAPL,115798400
2022-01-26,AAPL,108275300
2022-01-27,AAPL,121954600
2022-01-28,AAPL,179935700
2022-01-31,AAPL,115541600
2022-02-01,AAPL,86213900
2022-02-02,AAPL,84914300
2022-02-03,AAPL,89418100
2022-02-04,AAPL,82465400
2022-02-07,AAPL,77251200
2022-02-08,AAPL,74829200
2022-02-09,AAPL,71285000
2022-02-10,AAPL,90865900
2022-02-11,AAPL,98670700
2022-02-14,AAPL,86185500
2022-02-15,AAPL,62527400
2022-02-16,AAPL,61177400
2022-02-17,AAPL,69589300
2022-02-18,AAPL,82772700
2022-02-22,AAPL,91162800
2022-02-23,AAPL,90009200
2022-02-24,AAPL,141147500
2022-02-25,AAPL,91974200
2022-02-28,AAPL,95056600
2022-03-01,AAPL,83474400
2022-03-02,AAPL,79724800
2022-03-03,AAPL,76678400
2022-03-04,AAPL,83737200
2022-03-07,AAPL,96418800
2022-03-08,AAPL,131148300
2022-03-09,AAPL,91454900
2022-03-10,AAPL,105342000
2022-03-11,AAPL,96970100
2022-03-14,AAPL,108732100
2022-03-15,AAPL,92964300
2022-03-16,AAPL,102300200
2022-03-17,AAPL,75615400
2022-03-18,AAPL,123511700
2022-03-21,AAPL,95811400
2022-03-22,AAPL,81532000
2022-03-23,AAPL,98062700
2022-03-24,AAPL,90131400
2022-03-25,AAPL,80546200
2022-03-28,AAPL,90371900
2022-03-29,AAPL,100589400
2022-03-30,AAPL,92633200
2022-03-31,AAPL,103049300
2022-04-01,AAPL,78751300
2022-04-04,AAPL,76468400
2022-04-05,AAPL,73401800
2022-04-06,AAPL,89058800
2022-04-07,AAPL,77594700
2022-04-08,AAPL,76575500
2022-04-11,AAPL,72246700
2022-04-12,AAPL,79265200
2022-04-13,AAPL,70618900
2022-04-14,AAPL,75329400
2022-04-18,AAPL,69023900
2022-04-19,AAPL,67723800
2022-04-20,AAPL,67929800
2022-04-21,AAPL,87227800
2022-04-22,AAPL,84882400
2022-04-25,AAPL,96046400
2022-04-26,AAPL,95623200
2022-04-27,AAPL,88063200
2022-04-28,AAPL,130216800
2022-04-29,AAPL,131747600
2022-05-02,AAPL,123055300
2022-05-03,AAPL,88966500
2022-05-04,AAPL,108256500
2022-05-05,AAPL,130525300
2022-05-06,AAPL,116124600
2022-05-09,AAPL,131577900
2022-05-10,AAPL,115366700
2022-05-11,AAPL,142689800
2022-05-12,AAPL,182602000
2022-05-13,AAPL,113990900
2022-05-16,AAPL,86643800
2022-05-17,AAPL,78336300
2022-05-18,AAPL,109742900
2022-05-19,AAPL,136095600
2022-05-20,AAPL,137426100
2022-05-23,AAPL,117726300
2022-05-24,AAPL,104132700
2022-05-25,AAPL,92482700
2022-05-26,AAPL,90601500
2022-05-27,AAPL,90978500
2022-05-31,AAPL,103718400
2022-06-01,AAPL,74286600
2022-06-02,AAPL,72348100
2022-06-03,AAPL,88570300
2022-06-06,AAPL,71598400
2022-06-07,AAPL,67808200
2022-06-08,AAPL,53950200
2022-06-09,AAPL,69473000
2022-06-10,AAPL,91437900
2022-06-13,AAPL,122207100
2022-06-14,AAPL,84784300
2022-06-15,AAPL,91533000
2022-06-16,AAPL,108123900
2022-06-17,AAPL,134520300
2022-06-21,AAPL,81000500
2022-06-22,AAPL,73409200
2022-06-23,AAPL,72433800
2022-06-24,AAPL,89116800
2022-06-27,AAPL,70207900
2022-06-28,AAPL,67083400
2022-06-29,AAPL,66242400
2022-06-30,AAPL,98964500
2022-07-01,AAPL,71051600
2022-07-05,AAPL,73353800
2022-07-06,AAPL,74064300
2022-07-07,AAPL,66253700
2022-07-08,AAPL,64547800
2022-07-11,AAPL,63141600
2022-07-12,AAPL,77588800
2022-07-13,AAPL,71185600
2022-07-14,AAPL,78140700
2022-07-15,AAPL,76259900
2022-07-18,AAPL,81420900
2022-07-19,AAPL,82982400
2022-07-20,AAPL,64823400
2022-07-21,AAPL,65086600
2022-07-22,AAPL,66675400
2022-07-25,AAPL,53623900
2022-07-26,AAPL,55138700
2022-07-27,AAPL,78620700
2022-07-28,AAPL,81378700
2022-07-29,AAPL,101786900
2022-08-01,AAPL,67829400
2022-08-02,AAPL,59907000
2022-08-03,AAPL,82507500
2022-08-04,AAPL,55474100
2022-08-05,AAPL,56697000
2022-08-08,AAPL,60276900
2022-08-09,AAPL,63135500
2022-08-10,AAPL,70170500
2022-08-11,AAPL,57149200
2022-08-12,AAPL,68039400
2022-08-15,AAPL,54091700
2022-08-16,AAPL,56377100
2022-08-17,AAPL,79542000
2022-08-18,AAPL,62290100
2022-08-19,AAPL,70346300
2022-08-22,AAPL,69026800
2022-08-23,AAPL,54147100
2022-08-24,AAPL,53841500
2022-08-25,AAPL,51218200
2022-08-26,AAPL,78961000
2022-08-29,AAPL,73314000
2022-08-30,AAPL,77906200
2022-08-31,AAPL,87991100
2022-09-01,AAPL,74229900
2022-09-02,AAPL,76957800
2022-09-06,AAPL,73714800
2022-09-07,AAPL,87449600
2022-09-08,AAPL,84923800
2022-09-09,AAPL,68028800
2022-09-12,AAPL,104956000
2022-09-13,AAPL,122656600
2022-09-14,AAPL,87965400
2022-09-15,AAPL,90481100
2022-09-16,AAPL,162278800
2022-09-19,AAPL,81474200
2022-09-20,AAPL,107689800
2022-09-21,AAPL,101696800
2022-09-22,AAPL,86652500
2022-09-23,AAPL,96029900
2022-09-26,AAPL,93339400
2022-09-27,AAPL,84442700
2022-09-28,AAPL,146691400
2022-09-29,AAPL,128138200
2022-09-30,AAPL,124925300
2022-10-03,AAPL,114311700
2022-10-04,AAPL,87830100
2022-10-05,AAPL,79471000
2022-10-06,AAPL,68402200
2022-10-07,AAPL,85925600
2022-10-10,AAPL,74899000
2022-10-11,AAPL,77033700
2022-10-12,AAPL,70433700
2022-10-13,AAPL,113224000
2022-10-14,AAPL,88598000
2022-10-17,AAPL,85250900
2022-10-18,AAPL,99136600
2022-10-19,AAPL,61758300
2022-10-20,AAPL,64522000
2022-10-21,AAPL,86548600
2022-10-24,AAPL,75981900
2022-10-25,AAPL,74732300
2022-10-26,AAPL,88194300
2022-10-27,AAPL,109180200
2022-10-28,AAPL,164762400
2022-10-31,AAPL,97943200
2022-11-01,AAPL,80379300
2022-11-02,AAPL,93604600
2022-11-03,AAPL,97918500
2022-11-04,AAPL,140814800
2022-11-07,AAPL,83374600
2022-11-08,AAPL,89908500
2022-11-09,AAPL,74917800
2022-11-10,AAPL,118854000
2022-11-11,AAPL,93979700
2022-11-14,AAPL,73374100
2022-11-15,AAPL,89868300
2022-11-16,AAPL,64218300
2022-11-17,AAPL,80389400
2022-11-18,AAPL,74829600
2022-11-21,AAPL,58724100
2022-11-22,AAPL,51804100
2022-11-23,AAPL,58301400
2022-11-25,AAPL,35195900
2022-11-28,AAPL,69246000
2022-11-29,AAPL,83763800
2022-11-30,AAPL,111380900
2022-12-01,AAPL,71250400
2022-12-02,AAPL,65447400
2022-12-05,AAPL,68826400
2022-12-06,AAPL,64727200
2022-12-07,AAPL,69721100
2022-12-08,AAPL,62128300
2022-12-09,AAPL,76097000
2022-12-12,AAPL,70462700
2022-12-13,AAPL,93886200
2022-12-14,AAPL,82291200
2022-12-15,AAPL,98931900
2022-12-16,AAPL,160156900
2022-12-19,AAPL,79592600
2022-12-20,AAPL,77432800
2022-12-21,AAPL,85928000
2022-12-22,AAPL,77852100
2022-12-23,AAPL,63814900
2022-12-27,AAPL,69007800
2022-12-28,AAPL,85438400
2022-12-29,AAPL,75703700
2022-12-30,AAPL,77034200
2023-01-03,AAPL,112117500
2023-01-04,AAPL,89113600
2023-01-05,AAPL,80962700
2023-01-06,AAPL,87754700
2023-01-09,AAPL,70790800
2023-01-10,AAPL,63896200
2023-01-11,AAPL,69458900
2023-01-12,AAPL,71379600
2023-01-13,AAPL,57809700
2023-01-17,AAPL,63646600
2023-01-18,AAPL,69672800
2023-01-19,AAPL,58280400
2023-01-20,AAPL,80223600
2023-01-23,AAPL,81760300
2023-01-24,AAPL,66435100
2023-01-25,AAPL,65799300
2023-01-26,AAPL,54105100
2023-01-27,AAPL,70555800
2023-01-30,AAPL,64015300
2023-01-31,AAPL,65874500
2023-02-01,AAPL,77663600
2023-02-02,AAPL,118339000
2023-02-03,AAPL,154357300
2023-02-06,AAPL,69858300
2023-02-07,AAPL,83322600
2023-02-08,AAPL,64120100
2023-02-09,AAPL,56007100
2023-02-10,AAPL,57450700
2023-02-13,AAPL,62199000
2023-02-14,AAPL,61707600
2023-02-15,AAPL,65573800
2023-02-16,AAPL,68167900
2023-02-17,AAPL,59144100
2023-02-21,AAPL,58867200
2023-02-22,AAPL,51011300
2023-02-23,AAPL,48394200
2023-02-24,AAPL,55469600
2023-02-27,AAPL,44998500
2023-02-28,AAPL,50547000
2023-03-01,AAPL,55479000
2023-03-02,AAPL,52238100
2023-03-03,AAPL,70732300
2023-03-06,AAPL,87558000
2023-03-07,AAPL,56182000
2023-03-08,AAPL,47204800
2023-03-09,AAPL,53833600
2023-03-10,AAPL,68572400
2023-03-13,AAPL,84457100
2023-03-14,AAPL,73695900
2023-03-15,AAPL,77167900
2023-03-16,AAPL,76161100
2023-03-17,AAPL,98944600
2023-03-20,AAPL,73641400
2023-03-21,AAPL,73938300
2023-03-22,AAPL,75701800
2023-03-23,AAPL,67622100
2023-03-24,AAPL,59196500
2023-03-27,AAPL,52390300
2023-03-28,AAPL,45992200
2023-03-29,AAPL,51305700
2023-03-30,AAPL,49501700
2023-03-31,AAPL,68749800
2023-04-03,AAPL,56976200
2023-04-04,AAPL,46278300
2023-04-05,AAPL,51511700
2023-04-06,AAPL,45390100
2023-04-10,AAPL,47716900
2023-04-11,AAPL,47644200
2023-04-12,AAPL,50133100
2023-04-13,AAPL,68445600
2023-04-14,AAPL,49386500
2023-04-17,AAPL,41516200
2023-04-18,AAPL,49923000
2023-04-19,AAPL,47720200
2023-04-20,AAPL,52456400
2023-04-21,AAPL,58337300
2023-04-24,AAPL,41949600
2023-04-25,AAPL,48714100
2023-04-26,AAPL,45498800
2023-04-27,AAPL,64902300
2023-04-28,AAPL,55275900
2023-05-01,AAPL,52472900
2023-05-02,AAPL,48425700
2023-05-03,AAPL,65136000
2023-05-04,AAPL,81235400
2023-05-05,AAPL,113453200
2023-05-08,AAPL,55962800
2023-05-09,AAPL,45326900
2023-05-10,AAPL,53724500
2023-05-11,AAPL,49514700
2023-05-12,AAPL,45533100
2023-05-15,AAPL,37266700
2023-05-16,AAPL,42110300
2023-05-17,AAPL,57951600
2023-05-18,AAPL,65496700
2023-05-19,AAPL,55809500
2023-05-22,AAPL,43570900
2023-05-23,AAPL,50747300
2023-05-24,AAPL,45143500
2023-05-25,AAPL,56058300
2023-05-26,AAPL,54835000
2023-05-30,AAPL,55964400
2023-05-31,AAPL,99625300
2023-06-01,AAPL,68901800
2023-06-02,AAPL,61996900
2023-06-05,AAPL,121946500
2023-06-06,AAPL,64848400
2023-06-07,AAPL,61944600
2023-06-08,AAPL,50214900
2023-06-09,AAPL,48900000
2023-06-12,AAPL,54274900
2023-06-13,AAPL,54929100
2023-06-14,AAPL,57462900
2023-06-15,AAPL,65433200
2023-06-16,AAPL,101256200
2023-06-20,AAPL,49799100
2023-06-21,AAPL,49515700
2023-06-22,AAPL,51245300
2023-06-23,AAPL,53117000
2023-06-26,AAPL,48088700
2023-06-27,AAPL,50730800
2023-06-28,AAPL,51216800
2023-06-29,AAPL,46347300
2023-06-30,AAPL,85213200
2023-07-03,AAPL,31458200
2023-07-05,AAPL,46920300
2023-07-06,AAPL,45094300
2023-07-07,AAPL,46815000
2023-07-10,AAPL,59922200
2023-07-11,AAPL,46638100
2023-07-12,AAPL,60750200
2023-07-13,AAPL,41342300
2023-07-14,AAPL,41616200
2023-07-17,AAPL,50520200
2023-07-18,AAPL,48288200
2023-07-19,AAPL,80507300
2023-07-20,AAPL,59581200
2023-07-21,AAPL,71951700
2023-07-24,AAPL,45377800
2023-07-25,AAPL,37283200
2023-07-26,AAPL,47471900
2023-07-27,AAPL,47460200
2023-07-28,AAPL,48291400
2023-07-31,AAPL,38824100
2023-08-01,AAPL,35175100
2023-08-02,AAPL,50389300
2023-08-03,AAPL,61235200
2023-08-04,AAPL,115956800
2023-08-07,AAPL,97576100
2023-08-08,AAPL,67823000
2023-08-09,AAPL,60378500
2023-08-10,AAPL,54686900
2023-08-11,AAPL,52036700
2023-08-14,AAPL,43675600
2023-08-15,AAPL,43622600
2023-08-16,AAPL,46964900
2023-08-17,AAPL,66062900
2023-08-18,AAPL,61172200
2023-08-21,AAPL,46311900
2023-08-22,AAPL,42038900
2023-08-23,AAPL,52722800
2023-08-24,AAPL,54945800
2023-08-25,AAPL,51449600
2023-08-28,AAPL,43820700
2023-08-29,AAPL,53003900
2023-08-30,AAPL,60813900
2023-08-31,AAPL,60794500
2023-09-01,AAPL,45766500
2023-09-05,AAPL,45280000
2023-09-06,AAPL,81755800
2023-09-07,AAPL,112488800
2023-09-08,AAPL,65551300
2023-09-11,AAPL,58953100
2023-09-12,AAPL,90370200
2023-09-13,AAPL,84267900
2023-09-14,AAPL,60895800
2023-09-15,AAPL,109259500
2023-09-18,AAPL,67257600
2023-09-19,AAPL,51826900
2023-09-20,AAPL,58436200
2023-09-21,AAPL,63149100
2023-09-22,AAPL,56725400
2023-09-25,AAPL,46172700
2023-09-26,AAPL,64588900
2023-09-27,AAPL,66921800
2023-09-28,AAPL,56294400
2023-09-29,AAPL,51861100
2023-10-02,AAPL,52164500
2023-10-03,AAPL,49594600
2023-10-04,AAPL,53020300
2023-10-05,AAPL,48527900
2023-10-06,AAPL,57266700
2023-10-09,AAPL,42390800
2023-10-10,AAPL,43698000
2023-10-11,AAPL,47551100
2023-10-12,AAPL,56743100
2023-10-13,AAPL,51427100
2023-10-16,AAPL,52517000
2023-10-17,AAPL,57549400
2023-10-18,AAPL,54764400
2023-10-19,AAPL,59302900
2023-10-20,AAPL,64244000
2023-10-23,AAPL,55980100
2023-10-24,AAPL,43816600
2023-10-25,AAPL,57157000
2023-10-26,AAPL,70625300
2023-10-27,AAPL,58499100
2023-10-30,AAPL,51131000
2023-10-31,AAPL,44846000
2023-11-01,AAPL,56934900
2023-11-02,AAPL,77334800
2023-11-03,AAPL,79829200
2023-11-06,AAPL,63841300
2023-11-07,AAPL,70530000
2023-11-08,AAPL,49340300
2023-11-09,AAPL,53763500
2023-11-10,AAPL,66133400
2023-11-13,AAPL,43627500
2023-11-14,AAPL,60108400
2023-11-15,AAPL,53790500
2023-11-16,AAPL,54412900
2023-11-17,AAPL,50922700
2023-11-20,AAPL,46505100
2023-11-21,AAPL,38134500
2023-11-22,AAPL,39617700
2023-11-24,AAPL,24048300
2023-11-27,AAPL,40552600
2023-11-28,AAPL,38415400
2023-11-29,AAPL,43014200
2023-11-30,AAPL,48794400
2023-12-01,AAPL,45704800
2023-12-04,AAPL,43389500
2023-12-05,AAPL,66628400
2023-12-06,AAPL,41089700
2023-12-07,AAPL,47477700
2023-12-08,AAPL,53406400
2023-12-11,AAPL,60943700
2023-12-12,AAPL,52696900
2023-12-13,AAPL,70404200
2023-12-14,AAPL,66831600
2023-12-15,AAPL,128538400
2023-12-18,AAPL,55751900
2023-12-19,AAPL,40714100
2023-12-20,AAPL,52242800
2023-12-21,AAPL,46482500
2023-12-22,AAPL,37149600
2023-12-26,AAPL,28919300
2023-12-27,AAPL,48087700
2023-12-28,AAPL,34049900
2023-12-29,AAPL,42672100
2024-01-02,AAPL,82488700
2024-01-03,AAPL,58414500
2024-01-04,AAPL,71983600
2024-01-05,AAPL,62379700
2024-01-08,AAPL,59144500
2024-01-09,AAPL,42841800
2024-01-10,AAPL,46792900
2024-01-11,AAPL,49128400
2024-01-12,AAPL,40477800
2024-01-16,AAPL,65603000
2024-01-17,AAPL,47317400
2024-01-18,AAPL,78005800
2024-01-19,AAPL,68903000
2024-01-22,AAPL,60133900
2024-01-23,AAPL,42355600
2024-01-24,AAPL,53631300
2024-01-25,AAPL,54822100
2024-01-26,AAPL,44594000
2024-01-29,AAPL,47145600
2024-01-30,AAPL,55859400
2024-01-31,AAPL,55467800
2024-02-01,AAPL,64885400
2024-02-02,AAPL,102551700
2024-02-05,AAPL,69668800
2024-02-06,AAPL,43490800
2024-02-07,AAPL,53439000
2024-02-08,AAPL,40962000
2024-02-09,AAPL,45155200
2024-02-12,AAPL,41781900
2024-02-13,AAPL,56529500
2024-02-14,AAPL,54630500
2024-02-15,AAPL,65434500
2024-02-16,AAPL,49752500
2024-02-20,AAPL,53665600
2024-02-21,AAPL,41371400
2024-02-22,AAPL,52292200
2024-02-23,AAPL,45119700
2024-02-26,AAPL,40867400
2024-02-27,AAPL,54318900
2024-02-28,AAPL,48953900
2024-02-29,AAPL,136682600
2024-03-01,AAPL,73563100
2024-03-04,AAPL,81510100
2024-03-05,AAPL,95132400
2024-03-06,AAPL,68587700
2024-03-07,AAPL,71765100
2024-03-08,AAPL,76267000
2024-03-11,AAPL,60139500
2024-03-12,AAPL,59825400
2024-03-13,AAPL,52488700
2024-03-14,AAPL,72913500
2024-03-15,AAPL,121752700
2024-03-18,AAPL,75604200
2024-03-19,AAPL,55215200
2024-03-20,AAPL,53423100
2024-03-21,AAPL,106181300
2024-03-22,AAPL,71160100
2024-03-25,AAPL,54288300
2024-03-26,AAPL,57388400
2024-03-27,AAPL,60273300
2024-03-28,AAPL,65672700
2024-04-01,AAPL,46240500
2024-04-02,AAPL,49329500
2024-04-03,AAPL,47691700
2024-04-04,AAPL,53704400
2024-04-05,AAPL,42104800
2024-04-08,AAPL,37425500
2024-04-09,AAPL,42373800
2024-04-10,AAPL,49709300
2024-04-11,AAPL,91070300
2024-04-12,AAPL,101670900
2024-04-15,AAPL,73531800
2024-04-16,AAPL,73711200
2024-04-17,AAPL,50901200
2024-04-18,AAPL,43122900
2024-04-19,AAPL,68149400
2024-04-22,AAPL,48116400
2024-04-23,AAPL,49537800
2024-04-24,AAPL,48251800
2024-04-25,AAPL,50558300
2024-04-26,AAPL,44838400
2024-04-29,AAPL,68169400
2024-04-30,AAPL,65934800
2024-05-01,AAPL,50383100
2024-05-02,AAPL,94214900
2024-05-03,AAPL,163224100
2024-05-06,AAPL,78569700
2024-05-07,AAPL,77305800
2024-05-08,AAPL,45057100
2024-05-09,AAPL,48983000
2024-05-10,AAPL,50759500
2024-05-13,AAPL,72044800
2024-05-14,AAPL,52393600
2024-05-15,AAPL,70400000
2024-05-16,AAPL,52845200
2024-05-17,AAPL,41282900
2024-05-20,AAPL,44361300
2024-05-21,AAPL,42309400
2024-05-22,AAPL,34648500
2024-05-23,AAPL,51005900
2024-05-24,AAPL,36327000
2024-05-28,AAPL,52280100
2024-05-29,AAPL,53068000
2024-05-30,AAPL,49889100
2024-05-31,AAPL,75158300
2024-06-03,AAPL,50080500
2024-06-04,AAPL,47471400
2024-06-05,AAPL,54156800
2024-06-06,AAPL,41181800
2024-06-07,AAPL,53103900
2024-06-10,AAPL,97010200
2024-06-11,AAPL,172373300
2024-06-12,AAPL,198134300
2024-06-13,AAPL,97862700
2024-06-14,AAPL,70122700
2024-06-17,AAPL,93728300
2024-06-18,AAPL,79943300
2024-06-20,AAPL,86172500
2024-06-21,AAPL,241805100
2024-06-24,AAPL,80727000
2024-06-25,AAPL,55549700
2024-06-26,AAPL,66213200
2024-06-27,AAPL,49772700
2024-06-28,AAPL,82542700
2024-07-01,AAPL,60402900
2024-07-02,AAPL,58046200
2024-07-03,AAPL,37369800
2024-07-05,AAPL,60412400
2024-07-08,AAPL,59085900
2024-07-09,AAPL,48076100
2024-07-10,AAPL,62627700
2024-07-11,AAPL,64710600
2024-07-12,AAPL,53046500
2024-07-15,AAPL,62631300
2024-07-16,AAPL,43234300
2024-07-17,AAPL,57345900
2024-07-18,AAPL,66034600
2024-07-19,AAPL,49151500
2024-07-22,AAPL,48201800
2024-07-23,AAPL,39960300
2024-07-24,AAPL,61777600
2024-07-25,AAPL,51391200
2024-07-26,AAPL,41601300
2024-07-29,AAPL,36311800
2024-07-30,AAPL,41643800
2024-07-31,AAPL,50036300
2024-08-01,AAPL,62501000
2024-08-02,AAPL,105568600
2024-08-05,AAPL,119548600
2024-08-06,AAPL,69660500
2024-08-07,AAPL,63516400
2024-08-08,AAPL,47161100
2024-08-09,AAPL,42201600
2024-08-12,AAPL,38028100
